source,source_code,source_sheet,대분류,중분류,source_item_text,source_operation_type,canonical_id
union_standard_time,7728623,승용-소형,소모품 및 하체정비,브레이크/타이어,"휠(앞,우)",교환,CAN-003397
union_standard_time,7728710,승용-소형,소모품 및 하체정비,브레이크/타이어,"타이어(뒤,좌)",교환,CAN-002691
union_standard_time,7728724,승용-소형,소모품 및 하체정비,브레이크/타이어,"휠(뒤,좌)",교환,CAN-003393
union_standard_time,7728811,승용-소형,소모품 및 하체정비,브레이크/타이어,"타이어(뒤,우)",교환,CAN-002690
union_standard_time,7728825,승용-소형,소모품 및 하체정비,브레이크/타이어,"휠(뒤,우)",교환,CAN-003392
union_standard_time,7729026,승용-소형,소모품 및 하체정비,하체 부품,스티어링 휠,탈착,CAN-001407
union_standard_time,7729026,승용-소형,소모품 및 하체정비,하체 부품,스티어링 휠,교환,CAN-001406
union_standard_time,7729060,승용-소형,소모품 및 하체정비,브레이크/타이어,사이드 브레이크(핸드식),탈착,CAN-001173
union_standard_time,7729060,승용-소형,소모품 및 하체정비,브레이크/타이어,사이드 브레이크(핸드식),교환,CAN-001172
union_standard_time,7729546,승용-소형,기능정비,전기 및 램프,"ABS 센서(앞,좌)",탈착,CAN-000008
union_standard_time,7729546,승용-소형,기능정비,전기 및 램프,"ABS 센서(앞,좌)",교환,CAN-000007
union_standard_time,7729647,승용-소형,기능정비,전기 및 램프,"ABS 센서(앞,우)",탈착,CAN-000006
union_standard_time,7729647,승용-소형,기능정비,전기 및 램프,"ABS 센서(앞,우)",교환,CAN-000005
union_standard_time,7729748,승용-소형,기능정비,전기 및 램프,"ABS 센서(뒤,좌)",탈착,CAN-000004
union_standard_time,7729748,승용-소형,기능정비,전기 및 램프,"ABS 센서(뒤,좌)",교환,CAN-000003
union_standard_time,7729849,승용-소형,기능정비,전기 및 램프,"ABS 센서(뒤,우)",탈착,CAN-000002
union_standard_time,7729849,승용-소형,기능정비,전기 및 램프,"ABS 센서(뒤,우)",교환,CAN-000001
union_standard_time,7738003,승용-소형,소모품 및 하체정비,브레이크/타이어,휠 얼라인먼트(전자식),조정,CAN-003401
union_standard_time,7738004,승용-소형,소모품 및 하체정비,브레이크/타이어,휠 얼라인먼트(기계식),조정,CAN-003399
union_standard_time,7738516,승용-소형,소모품 및 하체정비,브레이크/타이어,"브레이크 캘리퍼(앞,좌측)",탈착,CAN-001112
union_standard_time,7738617,승용-소형,소모품 및 하체정비,브레이크/타이어,"브레이크 캘리퍼(앞,우측)",탈착,CAN-001109
union_standard_time,7738718,승용-소형,소모품 및 하체정비,브레이크/타이어,"브레이크 캘리퍼(뒤,좌측)",탈착,CAN-001106
union_standard_time,7738819,승용-소형,소모품 및 하체정비,브레이크/타이어,"브레이크 캘리퍼(뒤,우측)",탈착,CAN-001103
union_standard_time,3568029,승용-소형,소모품 및 하체정비,브레이크/타이어,예비타이어 공구함탈착,탈착,CAN-002152
union_standard_time,7748001,승용-소형,기능정비,엔진 부품,차량크리닝(도장작업시),탈착,CAN-002395
union_standard_time,7738021,승용-소형,소모품 및 하체정비,브레이크/타이어,브레이크 에어빼기,조정,CAN-001091
union_standard_time,7738022,승용-소형,기능정비,전기 및 램프,브레이크 에어빼기(ABS),조정,CAN-001090
union_standard_time,1028109,승용-소형,기능정비,엔진 부품,라디에이터그릴(상부커버),탈착,CAN-000329
union_standard_time,1069321,승용-소형,기능정비,엔진 부품,프론트 휀다 가니쉬(좌측),탈착,CAN-003184
union_standard_time,1069422,승용-소형,기능정비,엔진 부품,프론트 휀다 가니쉬(우측),탈착,CAN-003182
union_standard_time,1069387,승용-소형,기능정비,엔진 부품,리어 휀다 가니쉬(좌측),탈착,CAN-000772
union_standard_time,1069488,승용-소형,기능정비,엔진 부품,리어 휀다 가니쉬(우측),탈착,CAN-000771
union_standard_time,1129321,승용-소형,판금/도장정비,판금(탈부착),프론트 도어 가니쉬(좌측),탈착,CAN-002936
union_standard_time,1129422,승용-소형,판금/도장정비,판금(탈부착),프론트 도어 가니쉬(우측),탈착,CAN-002935
union_standard_time,1139321,승용-소형,판금/도장정비,판금(탈부착),리어 도어 가니쉬(좌측),탈착,CAN-000493
union_standard_time,1139422,승용-소형,판금/도장정비,판금(탈부착),리어 도어 가니쉬(우측),탈착,CAN-000492
union_standard_time,3569030,승용-소형,판금/도장정비,판금(탈부착),에어덕트(범퍼탈착시),탈착,CAN-001763
union_standard_time,3559234,승용-소형,판금/도장정비,판금(탈부착),트렁크룸내 매트(뒤범퍼탈착시),탈착,CAN-002753
union_standard_time,5678010,승용-소형,기능정비,엔진 부품,엔진룸 커버,탈착,CAN-001941
union_standard_time,5679015,승용-소형,기능정비,엔진 부품,엔진룸 커버(볼트형),탈착,CAN-001942
union_standard_time,1018101,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼,탈착,CAN-002997
union_standard_time,1018101,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼,교환,CAN-002995
union_standard_time,1018101,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼,오버홀,CAN-002996
union_standard_time,1018113,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼 커버,탈착,CAN-003025
union_standard_time,1018113,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼 커버,교환,CAN-003023
union_standard_time,1018113,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼 커버,오버홀,CAN-003024
union_standard_time,1018114,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼 레일,탈착,CAN-002999
union_standard_time,1018114,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼 레일,교환,CAN-002998
union_standard_time,1019117,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼 립(로워몰딩),탈착,CAN-003007
union_standard_time,1019117,승용-중형,판금/도장정비,판금(탈부착),프론트 범퍼 립(로워몰딩),교환,CAN-003006
union_standard_time,1019321,승용-중형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(좌측),탈착,CAN-003014
union_standard_time,1019321,승용-중형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(좌측),교환,CAN-003013
union_standard_time,1019422,승용-중형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(우측),탈착,CAN-003012
union_standard_time,1019422,승용-중형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(우측),교환,CAN-003011
union_standard_time,1028101,승용-중형,기능정비,엔진 부품,라디에이터그릴,탈착,CAN-000320
union_standard_time,1028101,승용-중형,기능정비,엔진 부품,라디에이터그릴,교환,CAN-000318
union_standard_time,1028101,승용-중형,기능정비,엔진 부품,라디에이터그릴,오버홀,CAN-000319
union_standard_time,1028107,승용-중형,판금/도장정비,판금(탈부착),헤더패널,탈착,CAN-003267
union_standard_time,1028107,승용-중형,판금/도장정비,판금(탈부착),헤더패널,교환,CAN-003266
union_standard_time,1038101,승용-중형,판금/도장정비,판금(탈부착),후드,탈착,CAN-003318
union_standard_time,1038101,승용-중형,판금/도장정비,판금(탈부착),후드,교환,CAN-003316
union_standard_time,1038101,승용-중형,판금/도장정비,판금(탈부착),후드,오버홀,CAN-003317
union_standard_time,1039106,승용-중형,판금/도장정비,판금(탈부착),후드 록크,탈착,CAN-003321
union_standard_time,1039106,승용-중형,판금/도장정비,판금(탈부착),후드 록크,교환,CAN-003320
union_standard_time,1039107,승용-중형,판금/도장정비,판금(탈부착),후드 케이블,탈착,CAN-003357
union_standard_time,1039107,승용-중형,판금/도장정비,판금(탈부착),후드 케이블,교환,CAN-003356
union_standard_time,1039108,승용-중형,판금/도장정비,판금(탈부착),후드인슈레이션패드,탈착,CAN-003351
union_standard_time,1039108,승용-중형,판금/도장정비,판금(탈부착),후드인슈레이션패드,교환,CAN-003350
union_standard_time,1039302,승용-중형,판금/도장정비,판금(탈부착),후드 힌지(좌측),탈착,CAN-003363
union_standard_time,1039302,승용-중형,판금/도장정비,판금(탈부착),후드 힌지(좌측),교환,CAN-003362
union_standard_time,1039304,승용-중형,판금/도장정비,판금(탈부착),후드 쇼버(좌측),탈착,CAN-003349
union_standard_time,1039304,승용-중형,판금/도장정비,판금(탈부착),후드 쇼버(좌측),교환,CAN-003348
union_standard_time,1039403,승용-중형,판금/도장정비,판금(탈부착),후드 힌지(우측),탈착,CAN-003361
union_standard_time,1039403,승용-중형,판금/도장정비,판금(탈부착),후드 힌지(우측),교환,CAN-003360
union_standard_time,1039405,승용-중형,판금/도장정비,판금(탈부착),후드 쇼버(우측),탈착,CAN-003347
union_standard_time,1039405,승용-중형,판금/도장정비,판금(탈부착),후드 쇼버(우측),교환,CAN-003346
union_standard_time,1048101,승용-중형,판금/도장정비,판금(탈부착),프론트 패널 ASSY,탈착,CAN-003129
union_standard_time,1048101,승용-중형,판금/도장정비,판금(탈부착),프론트 패널 ASSY,교환,CAN-003128
union_standard_time,1048102,승용-중형,판금/도장정비,판금(탈부착),프론트 패널(조립식),탈착,CAN-003141
union_standard_time,1048102,승용-중형,판금/도장정비,판금(탈부착),프론트 패널(조립식),교환,CAN-003140
union_standard_time,1048103,승용-중형,판금/도장정비,판금(탈부착),프론트 어퍼 및 사이드 서포트,교환,CAN-003107
union_standard_time,1048104,승용-중형,판금/도장정비,판금(탈부착),프론트 어퍼 패널(볼트),탈착,CAN-003113
union_standard_time,1048104,승용-중형,판금/도장정비,판금(탈부착),프론트 어퍼 패널(볼트),교환,CAN-003112
union_standard_time,1048105,승용-중형,판금/도장정비,판금(탈부착),프론트 어퍼 패널,교환,CAN-003108
union_standard_time,1048108,승용-중형,판금/도장정비,판금(탈부착),프론트패널그룹,교환,CAN-003136
union_standard_time,1048117,승용-중형,기능정비,엔진 부품,스티프너 ASSY,탈착,CAN-001409
union_standard_time,1048117,승용-중형,기능정비,엔진 부품,스티프너 ASSY,교환,CAN-001408
union_standard_time,1048132,승용-중형,소모품 및 하체정비,하체 부품,라디에이터멤버,탈착,CAN-000340
union_standard_time,1048132,승용-중형,소모품 및 하체정비,하체 부품,라디에이터멤버,교환,CAN-000339
union_standard_time,1048135,승용-중형,소모품 및 하체정비,하체 부품,프론트 엔드 크로스멤버,교환,CAN-003114
union_standard_time,1048306,승용-중형,판금/도장정비,판금(탈부착),사이드 서포트 패널(헤드램프패,탈착,CAN-001179
union_standard_time,1048306,승용-중형,판금/도장정비,판금(탈부착),사이드 서포트 패널(헤드램프패,교환,CAN-001178
union_standard_time,1048407,승용-중형,판금/도장정비,판금(탈부착),사이드 서포트 패널(헤드램프패,탈착,CAN-001179
union_standard_time,1048407,승용-중형,판금/도장정비,판금(탈부착),사이드 서포트 패널(헤드램프패,교환,CAN-001178
union_standard_time,1049114,승용-중형,기능정비,엔진 부품,센터 스테이,교환,CAN-001295
union_standard_time,1049320,승용-중형,기능정비,엔진 부품,라디에이터 로워 브라켓(좌측),탈착,CAN-000334
union_standard_time,1049320,승용-중형,기능정비,엔진 부품,라디에이터 로워 브라켓(좌측),교환,CAN-000333
union_standard_time,1049421,승용-중형,기능정비,엔진 부품,라디에이터 로워 브라켓(우측),탈착,CAN-000332
union_standard_time,1049421,승용-중형,기능정비,엔진 부품,라디에이터 로워 브라켓(우측),교환,CAN-000331
union_standard_time,1058301,승용-중형,기능정비,전기 및 램프,헤드램프(좌측),탈착,CAN-003301
union_standard_time,1058301,승용-중형,기능정비,전기 및 램프,헤드램프(좌측),교환,CAN-003300
union_standard_time,1058313,승용-중형,기능정비,전기 및 램프,해드램프 밸러스트(좌측),탈착,CAN-003254
union_standard_time,1058313,승용-중형,기능정비,전기 및 램프,해드램프 밸러스트(좌측),교환,CAN-003253
union_standard_time,1058320,승용-중형,기능정비,전기 및 램프,시그널램프(좌측),탈착,CAN-001503
union_standard_time,1058320,승용-중형,기능정비,전기 및 램프,시그널램프(좌측),교환,CAN-001502
union_standard_time,1058402,승용-중형,기능정비,전기 및 램프,헤드램프(우측),탈착,CAN-003299
union_standard_time,1058402,승용-중형,기능정비,전기 및 램프,헤드램프(우측),교환,CAN-003298
union_standard_time,1058414,승용-중형,기능정비,전기 및 램프,해드램프 밸러스트(우측),탈착,CAN-003252
union_standard_time,1058414,승용-중형,기능정비,전기 및 램프,해드램프 밸러스트(우측),교환,CAN-003251
union_standard_time,1058421,승용-중형,기능정비,전기 및 램프,시그널램프(우측),탈착,CAN-001501
union_standard_time,1058421,승용-중형,기능정비,전기 및 램프,시그널램프(우측),교환,CAN-001500
union_standard_time,1059119,승용-중형,기능정비,전기 및 램프,헤드램프 가니쉬(일체형),탈착,CAN-003272
union_standard_time,1059119,승용-중형,기능정비,전기 및 램프,헤드램프 가니쉬(일체형),교환,CAN-003271
union_standard_time,1059303,승용-중형,기능정비,전기 및 램프,헤드램프 브라켓(좌측),탈착,CAN-003290
union_standard_time,1059303,승용-중형,기능정비,전기 및 램프,헤드램프 브라켓(좌측),교환,CAN-003289
union_standard_time,1059305,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,좌#1)",교환,CAN-003283
union_standard_time,1059306,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,좌#2)",교환,CAN-003284
union_standard_time,1059307,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,좌#3)",교환,CAN-003285
union_standard_time,1059308,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,좌#4)",교환,CAN-003286
union_standard_time,1059317,승용-중형,기능정비,전기 및 램프,헤드램프 가니쉬(좌측),탈착,CAN-003274
union_standard_time,1059317,승용-중형,기능정비,전기 및 램프,헤드램프 가니쉬(좌측),교환,CAN-003273
union_standard_time,1059326,승용-중형,기능정비,전기 및 램프,포그램프(좌측),탈착,CAN-002911
union_standard_time,1059326,승용-중형,기능정비,전기 및 램프,포그램프(좌측),교환,CAN-002910
union_standard_time,1059404,승용-중형,기능정비,전기 및 램프,헤드램프 브라켓(우측),탈착,CAN-003288
union_standard_time,1059404,승용-중형,기능정비,전기 및 램프,헤드램프 브라켓(우측),교환,CAN-003287
union_standard_time,1059409,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,우#1)",교환,CAN-003279
union_standard_time,1059410,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,우#2)",교환,CAN-003280
union_standard_time,1059411,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,우#3)",교환,CAN-003281
union_standard_time,1059412,승용-중형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,우#4)",교환,CAN-003282
union_standard_time,1059418,승용-중형,기능정비,전기 및 램프,헤드램프 가니쉬(우측),탈착,CAN-003270
union_standard_time,1059418,승용-중형,기능정비,전기 및 램프,헤드램프 가니쉬(우측),교환,CAN-003269
union_standard_time,1059427,승용-중형,기능정비,전기 및 램프,포그램프(우측),탈착,CAN-002909
union_standard_time,1059427,승용-중형,기능정비,전기 및 램프,포그램프(우측),교환,CAN-002908
union_standard_time,1068301,승용-중형,기능정비,엔진 부품,프론트휀다(좌측),탈착,CAN-003192
union_standard_time,1068301,승용-중형,기능정비,엔진 부품,프론트휀다(좌측),교환,CAN-003191
union_standard_time,1068325,승용-중형,소모품 및 하체정비,브레이크/타이어,프론트휠하우스(좌측),교환,CAN-003204
union_standard_time,1068343,승용-중형,소모품 및 하체정비,브레이크/타이어,휠하우스 브레이스(좌측),교환,CAN-003417
union_standard_time,1068357,승용-중형,소모품 및 하체정비,하체 부품,프론트 사이드멤버 ASSY(좌측),교환,CAN-003034
union_standard_time,1068362,승용-중형,소모품 및 하체정비,하체 부품,"프론트사이드멤버(대쉬,좌)",교환,CAN-003040
union_standard_time,1068379,승용-중형,소모품 및 하체정비,하체 부품,"프론트사이드멤버(앞부분,좌)",교환,CAN-003049
union_standard_time,1068403,승용-중형,기능정비,엔진 부품,프론트휀다(우측),탈착,CAN-003190
union_standard_time,1068403,승용-중형,기능정비,엔진 부품,프론트휀다(우측),교환,CAN-003189
union_standard_time,1068426,승용-중형,판금/도장정비,판금(탈부착),휠하우스 아우터 패널(좌측),교환,CAN-003419
union_standard_time,1068434,승용-중형,소모품 및 하체정비,브레이크/타이어,프론트휠하우스(우측),교환,CAN-003203
union_standard_time,1068435,승용-중형,판금/도장정비,판금(탈부착),휠하우스 아우터 패널(우측),교환,CAN-003418
union_standard_time,1068449,승용-중형,소모품 및 하체정비,브레이크/타이어,휠하우스 브레이스(우측),교환,CAN-003415
union_standard_time,1068456,승용-중형,판금/도장정비,판금(탈부착),휠하우스 엔진마운팅 패널(우측),교환,CAN-003420
union_standard_time,1068463,승용-중형,소모품 및 하체정비,하체 부품,프론트 사이드멤버 ASSY(우측),교환,CAN-003033
union_standard_time,1068468,승용-중형,소모품 및 하체정비,하체 부품,"프론트사이드멤버(대쉬,우)",교환,CAN-003039
union_standard_time,1068480,승용-중형,소모품 및 하체정비,하체 부품,"프론트사이드멤버(앞부분,우)",교환,CAN-003047
union_standard_time,1068527,승용-중형,소모품 및 하체정비,브레이크/타이어,"프론트 휠 하우스(앞부분,좌)",교환,CAN-003202
union_standard_time,1068544,승용-중형,소모품 및 하체정비,브레이크/타이어,"휠하우스 브레이스(좌,앞부분)",교환,CAN-003416
union_standard_time,1068558,승용-중형,소모품 및 하체정비,하체 부품,"프론트사이드 멤버(앞부분,좌)",교환,CAN-003049
union_standard_time,1068636,승용-중형,소모품 및 하체정비,브레이크/타이어,"프론트 휠 하우스(앞부분,우)",교환,CAN-003201
union_standard_time,1068650,승용-중형,소모품 및 하체정비,브레이크/타이어,"휠하우스 브레이스(우,앞부분)",교환,CAN-003414
union_standard_time,1068664,승용-중형,소모품 및 하체정비,하체 부품,"프론트사이드 멤버(앞부분,우)",교환,CAN-003047
union_standard_time,1069309,승용-중형,소모품 및 하체정비,브레이크/타이어,프론트휠가드(좌측),탈착,CAN-003196
union_standard_time,1069309,승용-중형,소모품 및 하체정비,브레이크/타이어,프론트휠가드(좌측),교환,CAN-003195
union_standard_time,1069311,승용-중형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(좌측),탈착,CAN-000805
union_standard_time,1069311,승용-중형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(좌측),교환,CAN-000804
union_standard_time,1069410,승용-중형,소모품 및 하체정비,브레이크/타이어,프론트휠가드(우측),탈착,CAN-003194
union_standard_time,1069410,승용-중형,소모품 및 하체정비,브레이크/타이어,프론트휠가드(우측),교환,CAN-003193
union_standard_time,1069412,승용-중형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(우측),탈착,CAN-000803
union_standard_time,1069412,승용-중형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(우측),교환,CAN-000802
union_standard_time,1078001,승용-중형,기능정비,엔진 부품,카울그릴,탈착,CAN-002437
union_standard_time,1078001,승용-중형,기능정비,엔진 부품,카울그릴,교환,CAN-002436
union_standard_time,1078002,승용-중형,판금/도장정비,판금(탈부착),카울패널,교환,CAN-002454
union_standard_time,1078014,승용-중형,판금/도장정비,판금(탈부착),대쉬패널,교환,CAN-000144
union_standard_time,1078015,승용-중형,판금/도장정비,판금(탈부착),대쉬패널멤버,교환,CAN-000145
union_standard_time,1078017,승용-중형,기능정비,엔진 부품,대쉬 인슐레이터,탈착,CAN-000143
union_standard_time,1078017,승용-중형,기능정비,엔진 부품,대쉬 인슐레이터,교환,CAN-000142
union_standard_time,1078024,승용-중형,소모품 및 하체정비,하체 부품,카울크로스멤버,탈착,CAN-002449
union_standard_time,1078024,승용-중형,소모품 및 하체정비,하체 부품,카울크로스멤버,교환,CAN-002448
union_standard_time,1078026,승용-중형,소모품 및 하체정비,하체 부품,카울 크로스멤버(용접식),교환,CAN-002450
union_standard_time,1078306,승용-중형,판금/도장정비,판금(탈부착),카울사이드패널(좌측),교환,CAN-002441
union_standard_time,1078308,승용-중형,판금/도장정비,판금(탈부착),카울사이드패널(우측),교환,CAN-002440
union_standard_time,1078407,승용-중형,판금/도장정비,판금(탈부착),카울사이드패널(좌측),교환,CAN-002441
union_standard_time,1078409,승용-중형,판금/도장정비,판금(탈부착),카울사이드패널(우측),교환,CAN-002440
union_standard_time,1088301,승용-중형,기능정비,엔진 부품,프론트필러ASSY(좌측),교환,CAN-003160
union_standard_time,1088302,승용-중형,기능정비,엔진 부품,"프론트필러(외측,좌)",교환,CAN-003170
union_standard_time,1088307,승용-중형,기능정비,엔진 부품,윈도우필러(좌측),교환,CAN-002239
union_standard_time,1088410,승용-중형,기능정비,엔진 부품,프론트필러ASSY(우측),교환,CAN-003159
union_standard_time,1088411,승용-중형,기능정비,엔진 부품,"프론트필러(외측,우)",교환,CAN-003169
union_standard_time,1088416,승용-중형,기능정비,엔진 부품,윈도우필러(우측),교환,CAN-002237
union_standard_time,1089324,승용-중형,기능정비,엔진 부품,프론트필러 가니쉬(좌측),탈착,CAN-003164
union_standard_time,1089324,승용-중형,기능정비,엔진 부품,프론트필러 가니쉬(좌측),교환,CAN-003163
union_standard_time,1089425,승용-중형,기능정비,엔진 부품,프론트필러 가니쉬(우측),탈착,CAN-003162
union_standard_time,1089425,승용-중형,기능정비,엔진 부품,프론트필러 가니쉬(우측),교환,CAN-003161
union_standard_time,1128301,승용-중형,판금/도장정비,판금(탈부착),프론트도어(좌측),탈착,CAN-002970
union_standard_time,1128301,승용-중형,판금/도장정비,판금(탈부착),프론트도어(좌측),교환,CAN-002968
union_standard_time,1128301,승용-중형,판금/도장정비,판금(탈부착),프론트도어(좌측),오버홀,CAN-002969
union_standard_time,1128406,승용-중형,판금/도장정비,판금(탈부착),프론트도어(우측),탈착,CAN-002954
union_standard_time,1128406,승용-중형,판금/도장정비,판금(탈부착),프론트도어(우측),교환,CAN-002952
union_standard_time,1128406,승용-중형,판금/도장정비,판금(탈부착),프론트도어(우측),오버홀,CAN-002953
union_standard_time,1129315,승용-중형,판금/도장정비,판금(탈부착),프론트 도어 몰딩(좌측),탈착,CAN-002941
union_standard_time,1129315,승용-중형,판금/도장정비,판금(탈부착),프론트 도어 몰딩(좌측),교환,CAN-002940
union_standard_time,1129416,승용-중형,판금/도장정비,판금(탈부착),프론트 도어 몰딩(우측),탈착,CAN-002939
union_standard_time,1129416,승용-중형,판금/도장정비,판금(탈부착),프론트 도어 몰딩(우측),교환,CAN-002938
union_standard_time,1138301,승용-중형,판금/도장정비,판금(탈부착),리어도어(좌측),탈착,CAN-000513
union_standard_time,1138301,승용-중형,판금/도장정비,판금(탈부착),리어도어(좌측),교환,CAN-000511
union_standard_time,1138301,승용-중형,판금/도장정비,판금(탈부착),리어도어(좌측),오버홀,CAN-000512
union_standard_time,1138317,승용-중형,판금/도장정비,판금(탈부착),리어 도어 몰딩(좌측),탈착,CAN-000497
union_standard_time,1138317,승용-중형,판금/도장정비,판금(탈부착),리어 도어 몰딩(좌측),교환,CAN-000496
union_standard_time,1138407,승용-중형,판금/도장정비,판금(탈부착),리어도어(우측),탈착,CAN-000504
union_standard_time,1138407,승용-중형,판금/도장정비,판금(탈부착),리어도어(우측),교환,CAN-000502
union_standard_time,1138407,승용-중형,판금/도장정비,판금(탈부착),리어도어(우측),오버홀,CAN-000503
union_standard_time,1138418,승용-중형,판금/도장정비,판금(탈부착),리어 도어 몰딩(우측),탈착,CAN-000495
union_standard_time,1138418,승용-중형,판금/도장정비,판금(탈부착),리어 도어 몰딩(우측),교환,CAN-000494
union_standard_time,1139319,승용-중형,판금/도장정비,판금(탈부착),리어도어 힌지(좌측),탈착,CAN-000524
union_standard_time,1139319,승용-중형,판금/도장정비,판금(탈부착),리어도어 힌지(좌측),교환,CAN-000523
union_standard_time,1139420,승용-중형,판금/도장정비,판금(탈부착),리어도어 힌지(우측),탈착,CAN-000522
union_standard_time,1139420,승용-중형,판금/도장정비,판금(탈부착),리어도어 힌지(우측),교환,CAN-000521
union_standard_time,1169301,승용-중형,기능정비,엔진 부품,사이드미러(좌측),탈착,CAN-001156
union_standard_time,1169301,승용-중형,기능정비,엔진 부품,사이드미러(좌측),교환,CAN-001154
union_standard_time,1169307,승용-중형,기능정비,엔진 부품,사이드미러(좌측),오버홀,CAN-001155
union_standard_time,1169404,승용-중형,기능정비,엔진 부품,사이드미러(우측),탈착,CAN-001144
union_standard_time,1169404,승용-중형,기능정비,엔진 부품,사이드미러(우측),교환,CAN-001142
union_standard_time,1169408,승용-중형,기능정비,엔진 부품,사이드미러(우측),오버홀,CAN-001143
union_standard_time,1178301,승용-중형,기능정비,엔진 부품,센터필러ASSY(좌측),교환,CAN-001304
union_standard_time,1178303,승용-중형,기능정비,엔진 부품,"센터필러(외측,좌)",교환,CAN-001309
union_standard_time,1178309,승용-중형,기능정비,엔진 부품,"센터 필러(내측,좌)",교환,CAN-001306
union_standard_time,1178405,승용-중형,기능정비,엔진 부품,센터필러ASSY(우측),교환,CAN-001303
union_standard_time,1178407,승용-중형,기능정비,엔진 부품,"센터필러(외측,우)",교환,CAN-001307
union_standard_time,1188301,승용-중형,판금/도장정비,판금(탈부착),사이드스텝패널ASSY(좌측),교환,CAN-001193
union_standard_time,1188302,승용-중형,판금/도장정비,판금(탈부착),"사이드스텝패널(외측,좌)",교환,CAN-001200
union_standard_time,1188405,승용-중형,판금/도장정비,판금(탈부착),사이드스텝패널ASSY(우측),교환,CAN-001192
union_standard_time,1188406,승용-중형,판금/도장정비,판금(탈부착),"사이드스텝패널(외측,우)",교환,CAN-001198
union_standard_time,1198311,승용-중형,판금/도장정비,판금(탈부착),사이드스텝몰딩(좌측),탈착,CAN-001185
union_standard_time,1198311,승용-중형,판금/도장정비,판금(탈부착),사이드스텝몰딩(좌측),교환,CAN-001184
union_standard_time,1198412,승용-중형,판금/도장정비,판금(탈부착),사이드스텝몰딩(우측),탈착,CAN-001183
union_standard_time,1198412,승용-중형,판금/도장정비,판금(탈부착),사이드스텝몰딩(우측),교환,CAN-001182
union_standard_time,1208303,승용-중형,기능정비,엔진 부품,"사이드 프레임ASSY(외측,좌)",교환,CAN-001238
union_standard_time,1208305,승용-중형,기능정비,엔진 부품,"사이드 프레임ASSY(일체,좌)",교환,CAN-001240
union_standard_time,1208307,승용-중형,기능정비,엔진 부품,"사이드 프레임(외측,좌) I",교환,CAN-001247
union_standard_time,1208309,승용-중형,기능정비,엔진 부품,"사이드 프레임(일체,좌) I",교환,CAN-001252
union_standard_time,1208311,승용-중형,기능정비,엔진 부품,"사이드 프레임(외측,좌) II",교환,CAN-001246
union_standard_time,1208313,승용-중형,기능정비,엔진 부품,"사이드 프레임(일체,좌) II",교환,CAN-001251
union_standard_time,1208404,승용-중형,기능정비,엔진 부품,"사이드 프레임ASSY(외측,우)",교환,CAN-001237
union_standard_time,1208406,승용-중형,기능정비,엔진 부품,"사이드 프레임ASSY(일체,우)",교환,CAN-001239
union_standard_time,1208408,승용-중형,기능정비,엔진 부품,"사이드 프레임(외측,우) I",교환,CAN-001245
union_standard_time,1208410,승용-중형,기능정비,엔진 부품,"사이드 프레임(일체,우) I",교환,CAN-001250
union_standard_time,1208412,승용-중형,기능정비,엔진 부품,"사이드 프레임(외측,우) II",교환,CAN-001244
union_standard_time,1208414,승용-중형,기능정비,엔진 부품,"사이드 프레임(일체,우) II",교환,CAN-001249
union_standard_time,1218001,승용-중형,판금/도장정비,판금(탈부착),루프패널,교환,CAN-000458
union_standard_time,1218002,승용-중형,판금/도장정비,판금(탈부착),루프 패널 ASSY(레일포함),교환,CAN-000457
union_standard_time,1218035,승용-중형,기능정비,엔진 부품,인사이드 미러(룸미러),탈착,CAN-002256
union_standard_time,1218035,승용-중형,기능정비,엔진 부품,인사이드 미러(룸미러),교환,CAN-002255
union_standard_time,1219009,승용-중형,판금/도장정비,판금(탈부착),루프프론트헤더패널,교환,CAN-000471
union_standard_time,1219010,승용-중형,판금/도장정비,판금(탈부착),루프리어헤더패널,교환,CAN-000398
