source,source_code,source_sheet,대분류,중분류,source_item_text,source_operation_type,canonical_id
bluehands,BH-M-001,,기능정비,엔진 부품,워터펌프어셈블리 및 가스켓(텐션조정포함),교환/정비,CAN-002235
bluehands,BH-M-002,,기능정비,엔진 부품,라디에이터 어셈블리,교환/정비,CAN-000344
bluehands,BH-M-003,,기능정비,에어컨,블로워 어셈블리,교환/정비,CAN-001129
bluehands,BH-M-004,,기능정비,엔진 부품,라디에이터 상부 호스,교환/정비,CAN-000342
bluehands,BH-M-005,,기능정비,엔진 부품,라디에이터 하부 호스,교환/정비,CAN-000353
bluehands,BH-M-006,,기능정비,엔진 부품,리어 머플러 어셈블리(LH),교환/정비,CAN-000529
bluehands,BH-M-007,,기능정비,엔진 부품,엔진 언더 커버(LH OR 한개),교환/정비,CAN-001987
bluehands,BH-M-008,,기능정비,엔진 부품,프론트 머드 가드,교환/정비,CAN-002990
bluehands,BH-M-009,,기능정비,엔진 부품,연료 탱크 어셈블리,교환/정비,CAN-002035
bluehands,BH-M-010,,기능정비,엔진 부품,스로틀 바디 카본 청소,청소,CAN-001353
bluehands,BH-M-011,,기능정비,엔진 부품,클러치 릴리스 실린더 어셈블리,교환/정비,CAN-002623
bluehands,BH-M-012,,기능정비,조향 및 현가,파워 스티어링 오일 펌프 어셈블리,교환/정비,CAN-002850
bluehands,BH-M-013,,기능정비,조향 및 현가,파워 스티어링 오일 압력 호스 어셈블리,교환/정비,CAN-002844
bluehands,BH-M-014,,기능정비,조향 및 현가,파워 스티어링 기어 및 링키지 어셈블리,교환/정비,CAN-002835
bluehands,BH-M-015,,기능정비,조향 및 현가,파워 스티어링 및 링키지(크로스멤버 탈착후),교환/정비,CAN-002840
bluehands,BH-M-016,,기능정비,에어컨,라디에이터 및 콘덴서,교환/정비,CAN-000341
bluehands,BH-M-017,,기능정비,엔진 부품,라디에이터 그릴 어셈블리,교환/정비,CAN-000330
bluehands,BH-M-018,,기능정비,엔진 부품,프런트 휠 가드 어셈블리 (양쪽),교환/정비,CAN-002912
bluehands,BH-M-019,,기능정비,엔진 부품,백 패널 몰딩 어셈블리 - - - -,교환/정비,CAN-001014
bluehands,BH-M-020,,기능정비,전기 및 램프,아웃사이드리어뷰미러어셈블리(LH) - -,교환/정비,CAN-001602
bluehands,BH-M-021,,기능정비,전기 및 램프,아웃사이드리어뷰미러어셈블리(RH) - -,교환/정비,CAN-001603
bluehands,BH-M-022,,기능정비,전기 및 램프,아웃사이드 리어 뷰 리모트 컨트롤 미러 어셈블리,교환/정비,CAN-001598
bluehands,BH-M-023,,기능정비,전기 및 램프,아웃사이드 리어 뷰 리모트 컨트롤 미러(RH),교환/정비,CAN-001597
bluehands,BH-M-024,,기능정비,전기 및 램프,아웃사이드 리어 뷰 미러 및 홀더 어셈블리 (LH),교환/정비,CAN-001600
bluehands,BH-M-025,,기능정비,전기 및 램프,아웃사이드 리어 뷰 미러 및 홀더 어셈블리 (RH),교환/정비,CAN-001601
bluehands,BH-M-026,,기능정비,전기 및 램프,헤드 램프 어셈블리(LH),교환/정비,CAN-003291
bluehands,BH-M-027,,기능정비,전기 및 램프,헤드 램프 어셈블리 (양쪽),교환/정비,CAN-003293
bluehands,BH-M-028,,기능정비,전기 및 램프,헤드 램프 어셈블리(RH),교환/정비,CAN-003292
bluehands,BH-M-029,,기능정비,전기 및 램프,프론트포그램프어셈블리 (LH),교환/정비,CAN-003142
bluehands,BH-M-030,,기능정비,전기 및 램프,프론트 포그 램프 어셈블리 (양쪽),교환/정비,CAN-003144
bluehands,BH-M-031,,기능정비,전기 및 램프,프론트포그램프어셈블리 (RH),교환/정비,CAN-003143
bluehands,BH-M-032,,기능정비,전기 및 램프,리어컴비네이션램프어셈블리 (LH),교환/정비,CAN-000715
bluehands,BH-M-033,,기능정비,전기 및 램프,리어 콤비네이션 램프 어셈블리 (양쪽),교환/정비,CAN-000731
bluehands,BH-M-034,,기능정비,전기 및 램프,리어컴비네이션램프어셈블리 (RH),교환/정비,CAN-000716
bluehands,BH-M-035,,기능정비,전기 및 램프,리어컴비네이션램프어셈블리 (LH) - -,교환/정비,CAN-000715
bluehands,BH-M-036,,기능정비,전기 및 램프,리어 콤비네이션 인사이드 램프 어셈블리 (양쪽) -,교환/정비,CAN-000732
bluehands,BH-M-037,,기능정비,전기 및 램프,리어컴비네이션아웃사이드램프어셈블리 (RH) -,교환/정비,CAN-000721
bluehands,BH-M-038,,기능정비,전기 및 램프,클락 스프링 어셈블리(에어백 포함),교환/정비,CAN-002622
bluehands,BH-M-039,,기능정비,전기 및 램프,스톱 램프 스위치 어셈블리,교환/정비,CAN-001374
bluehands,BH-M-040,,기능정비,전기 및 램프,밧데리-트랜스미터,교환/정비,CAN-000881
bluehands,BH-M-041,,기능정비,전기 및 램프,PIC TX 어셈블리,교환/정비,CAN-000088
bluehands,BH-M-042,,기능정비,전기 및 램프,에어백 컨트롤 모듈,교환/정비,CAN-001784
bluehands,BH-M-043,,기능정비,전기 및 램프,혼 어셈블리 (LH),교환/정비,CAN-003313
bluehands,BH-M-044,,기능정비,에어컨,콘덴서 어셈블리 (**),교환/정비,CAN-002566
bluehands,BH-M-045,,기능정비,엔진 부품,컴프레셔 어셈블리(**),교환/정비,CAN-002561
bluehands,BH-M-046,,기능정비,에어컨,디스차지 호스 및 O-링(**),교환/정비,CAN-000289
bluehands,BH-M-047,,기능정비,전기 및 램프,윈드실드 와셔 모터 및 펌프 어셈블리,교환/정비,CAN-002244
bluehands,BH-M-048,,기능정비,전기 및 램프,윈드실드 와셔 리저버 어셈블리,교환/정비,CAN-002243
bluehands,BH-M-049,,기능정비,조향 및 현가,리어쇼크업소버어셈블리(LH),교환/정비,CAN-000614
bluehands,BH-M-050,,기능정비,조향 및 현가,리어쇼크업소버어셈블리(RH),교환/정비,CAN-000615
bluehands,BH-M-051,,기능정비,에어컨,에어컨 배출 및 충전,충전/정비,CAN-001817
bluehands,BH-M-052,,기능정비,에어컨,"에어컨 가스 충전(신냉매,완충)",충전/정비,CAN-001812
bluehands,BH-M-053,,기능정비,엔진 부품,수동 변속기 오일,교환/정비,CAN-001350
bluehands,BH-M-054,,기능정비,전기 및 램프,전구,교환/정비,CAN-002328
bluehands,BH-M-055,,기능정비,전기 및 램프,해드 램프 벌브 (한쪽),교환/정비,CAN-003255
bluehands,BH-M-056,,기능정비,엔진 부품,스파크 플러그 어셈블리 (전체),교환/정비,CAN-001416
bluehands,BH-M-057,,소모품 및 하체정비,오일류,엔진 오일/휠터,교환/정비,CAN-002001
bluehands,BH-M-058,,소모품 및 하체정비,오일류,엔진오일/필터/에어크리너,교환/정비,CAN-002000
bluehands,BH-M-059,,소모품 및 하체정비,오일류,부동액 (냉각수),교환/정비,CAN-001073
bluehands,BH-M-060,,소모품 및 하체정비,소모품,에어 클리너 필터,교환/정비,CAN-001872
bluehands,BH-M-061,,소모품 및 하체정비,소모품,LPI 필터 -,교환/정비,CAN-000085
bluehands,BH-M-062,,소모품 및 하체정비,하체 부품,베터리 어셈블리,교환/정비,CAN-001032
bluehands,BH-M-063,,소모품 및 하체정비,오일류,오토 트랜스액슬 오일,교환/정비,CAN-002178
bluehands,BH-M-064,,소모품 및 하체정비,오일류,오토미션 오일 (장비 사용),교환/정비,CAN-002175
bluehands,BH-M-065,,소모품 및 하체정비,브레이크/타이어,프론트브레이크디스크(LH),교환/정비,CAN-003030
bluehands,BH-M-066,,소모품 및 하체정비,브레이크/타이어,프론트 브레이크 디스크(양쪽),교환/정비,CAN-003032
bluehands,BH-M-067,,소모품 및 하체정비,브레이크/타이어,프론트브레이크디스크(RH),교환/정비,CAN-003031
bluehands,BH-M-068,,소모품 및 하체정비,오일류,파워 스티어링 오일 및 공기빼기,교환/정비,CAN-002843
bluehands,BH-M-069,,소모품 및 하체정비,오일류,파워 스티어링 오일 (장비사용),교환/정비,CAN-002845
bluehands,BH-M-070,,소모품 및 하체정비,브레이크/타이어,프론트 디스크 브레이크 패드 키트(LH),교환/정비,CAN-002982
bluehands,BH-M-071,,소모품 및 하체정비,브레이크/타이어,프론트 디스크 브레이크 패드 키드(양쪽),교환/정비,CAN-002981
bluehands,BH-M-072,,소모품 및 하체정비,브레이크/타이어,리어 디스크브레이크패드 어셈블리 (양쪽),교환/정비,CAN-000525
bluehands,BH-M-073,,소모품 및 하체정비,오일류,브레이크 오일 및 공기 빼기,교환/정비,CAN-001092
bluehands,BH-M-074,,소모품 및 하체정비,브레이크/타이어,에어컨휠터,교환/정비,CAN-001856
bluehands,BH-M-075,,소모품 및 하체정비,하체 부품,연료 필러 도어 어셈블리,교환/정비,CAN-002042
bluehands,BH-M-076,,소모품 및 하체정비,브레이크/타이어,휠 밸런스(2휠),교환/정비,CAN-003394
bluehands,BH-M-077,,소모품 및 하체정비,브레이크/타이어,휠 얼라인먼트 조정(2휠),교환/정비,CAN-003402
bluehands,BH-M-078,,소모품 및 하체정비,브레이크/타이어,휠 얼라인먼트 조정(4휠),교환/정비,CAN-003403
bluehands,BH-M-079,,소모품 및 하체정비,브레이크/타이어,휠 얼라인먼트 인스펙션,교환/정비,CAN-003400
bluehands,BH-M-080,,소모품 및 하체정비,브레이크/타이어,타이어 펑크 수리,교환/정비,CAN-002696
bluehands,BH-M-081,,소모품 및 하체정비,브레이크/타이어,타이어 및 휠 어셈블리 (1휠),교환/정비,CAN-002692
bluehands,BH-M-082,,소모품 및 하체정비,브레이크/타이어,타이어 어셈블리 및 휠 어셈블리 (2휠),교환/정비,CAN-002695
bluehands,BH-M-083,,소모품 및 하체정비,하체 부품,후드 래취 어셈블리,교환/정비,CAN-003319
bluehands,BH-M-084,,소모품 및 하체정비,하체 부품,프론트 도어 래취 어셈블리 (LH),교환/정비,CAN-002937
bluehands,BH-M-085,,소모품 및 하체정비,하체 부품,프론트 도어 인사이드 핸들 어셈블리,교환/정비,CAN-002961
bluehands,BH-M-086,,소모품 및 하체정비,하체 부품,프론트 도어 아웃트사이드 핸들 어셈블리 (양쪽),교환/정비,CAN-002943
bluehands,BH-M-087,,소모품 및 하체정비,하체 부품,리어 도어 아웃사이드 핸들 어셈블리,교환/정비,CAN-000498
bluehands,BH-M-088,,소모품 및 하체정비,브레이크/타이어,메인 크래쉬 패드 어셈블리,교환/정비,CAN-000838
bluehands,BH-M-089,,소모품 및 하체정비,하체 부품,리어 패키지 트레이 트림 어셈블리,교환/정비,CAN-000749
bluehands,BH-M-090,,소모품 및 하체정비,오일류,리어 트랜스버스 트림 어셈블리,교환/정비,CAN-000746
bluehands,BH-M-091,,소모품 및 하체정비,브레이크/타이어,카울 탑 커버 및 패드 어셈블리,교환/정비,CAN-002451
bluehands,BH-M-092,,소모품 및 하체정비,하체 부품,프론트 액슬 너클(LH),교환/정비,CAN-003104
bluehands,BH-M-093,,소모품 및 하체정비,하체 부품,프론트액슬너클(양쪽),교환/정비,CAN-003106
bluehands,BH-M-094,,소모품 및 하체정비,하체 부품,프론트 액슬 너클(RH),교환/정비,CAN-003105
bluehands,BH-M-095,,소모품 및 하체정비,하체 부품,로워 암 어셈블리 (LH),교환/정비,CAN-000382
bluehands,BH-M-096,,소모품 및 하체정비,하체 부품,로워 암 어셈블리 (양쪽),교환/정비,CAN-000384
bluehands,BH-M-097,,소모품 및 하체정비,하체 부품,로워 암 어셈블리 (RH),교환/정비,CAN-000383
bluehands,BH-M-098,,소모품 및 하체정비,하체 부품,스트러트 인슐레이터 어셈블리 (LH),교환/정비,CAN-001378
bluehands,BH-M-099,,소모품 및 하체정비,하체 부품,스트러트 인슐레이터 어셈블리 (RH),교환/정비,CAN-001379
bluehands,BH-M-100,,소모품 및 하체정비,하체 부품,스트러트 어셈블리,교환/정비,CAN-001376
bluehands,BH-M-101,,소모품 및 하체정비,하체 부품,스트러트 어셈블리 (양쪽),교환/정비,CAN-001377
bluehands,BH-M-102,,소모품 및 하체정비,하체 부품,"스트러트 어셈블리(RH,프론트쇽업소버)",교환/정비,CAN-001375
bluehands,BH-M-103,,소모품 및 하체정비,하체 부품,스테이빌라이저 바,교환/정비,CAN-001368
bluehands,BH-M-104,,소모품 및 하체정비,하체 부품,스테이빌라이저 바 부싱(양쪽),교환/정비,CAN-001369
bluehands,BH-M-105,,소모품 및 하체정비,하체 부품,스테이빌라이저링크어셈블리 (LH),교환/정비,CAN-001365
bluehands,BH-M-106,,소모품 및 하체정비,하체 부품,스테이빌라이저 링크 어셈블리 (양쪽),교환/정비,CAN-001367
bluehands,BH-M-107,,소모품 및 하체정비,하체 부품,스테이빌라이저링크어셈블리 (RH),교환/정비,CAN-001366
bluehands,BH-M-108,,소모품 및 하체정비,하체 부품,리어 크로스멤버 컴플리트,교환/정비,CAN-000743
bluehands,BH-M-109,,소모품 및 하체정비,하체 부품,크로스멤버 어셈블리,교환/정비,CAN-002617
bluehands,BH-M-110,,소모품 및 하체정비,하체 부품,크로스멤버 어셈블리(엔진미장착상태),교환/정비,CAN-002618
bluehands,BH-B-001,,판금/도장정비,판금(탈부착),프론트 범퍼 오버홀,오버홀,CAN-002996
bluehands,BH-B-002,,판금/도장정비,판금(탈부착),"휀더패널어셈블리(LH,범퍼탈부착미포함)",교환/정비,CAN-003391
bluehands,BH-B-003,,판금/도장정비,판금(탈부착),"쿼터 외측 패널 어셈블리(RH,탈부착 미포함)",교환/정비,CAN-002595
bluehands,BH-B-004,,판금/도장정비,판금(탈부착),"라디에이터서포트패널어셈블리(범퍼,라디에이터,콘덴셔 미포함)",교환/정비,CAN-000343
bluehands,BH-B-005,,판금/도장정비,판금(탈부착),후드 판넬 어셈블리,교환/정비,CAN-003358
bluehands,BH-B-006,,판금/도장정비,판금(탈부착),크로스멤버 어셈블리,교환/정비,CAN-002617
bluehands,BH-B-007,,판금/도장정비,판금(탈부착),엔진 어셈블리(탈부착),교환/정비,CAN-001986
bluehands,BH-B-008,,판금/도장정비,판금(탈부착),루프 패널(탈부착 미포함),교환/정비,CAN-000470
bluehands,BH-B-009,,판금/도장정비,판금(탈부착),선루프 어셈블리,교환/정비,CAN-001274
bluehands,BH-B-010,,판금/도장정비,판금(탈부착),헤드라이닝 어셈블리,교환/정비,CAN-003268
bluehands,BH-B-011,,판금/도장정비,판금(탈부착),테일게이트 판넬 어셈블리,교환/정비,CAN-002709
bluehands,BH-B-012,,판금/도장정비,판금(탈부착),트렁크 리드 패널(사상작업포함),교환/정비,CAN-002805
bluehands,BH-B-013,,판금/도장정비,판금(탈부착),프론트도어판넬어셈블리(LH),교환/정비,CAN-002977
bluehands,BH-B-014,,판금/도장정비,판금(탈부착),프론트도어판넬어셈블리(RH),교환/정비,CAN-002978
bluehands,BH-B-015,,판금/도장정비,판금(탈부착),리어도어판넬어셈블리(LH),교환/정비,CAN-000517
bluehands,BH-B-016,,판금/도장정비,판금(탈부착),리어도어판넬어셈블리(RH),교환/정비,CAN-000518
bluehands,BH-B-017,,판금/도장정비,판금(탈부착),프론트 도어 아웃사이드 핸들 어셈블리(LH),교환/정비,CAN-002942
bluehands,BH-B-018,,판금/도장정비,판금(탈부착),아웃사이드 리어 뷰 리모트 컨트롤 미러 어셈블리,교환/정비,CAN-001598
bluehands,BH-B-019,,판금/도장정비,판금(탈부착),"센터외측필라어셈블리(LH,탈부착미포함)",교환/정비,CAN-001297
bluehands,BH-B-020,,판금/도장정비,판금(탈부착),"센터외측필라어셈블리(RH,탈부착미포함)",교환/정비,CAN-001299
bluehands,BH-B-021,,판금/도장정비,판금(탈부착),메인 크래쉬 패드 어셈블리,교환/정비,CAN-000838
bluehands,BH-B-022,,판금/도장정비,판금(탈부착),리어 범퍼 어셈블리(오버홀),오버홀,CAN-000549
bluehands,BH-B-023,,판금/도장정비,판금(탈부착),백 패널(탈부착 미포함),교환/정비,CAN-001016
bluehands,BH-B-024,,판금/도장정비,판금(탈부착),"사이드실 내측 패널(LH,탈부착 미포함)",교환/정비,CAN-001210
bluehands,BH-B-025,,판금/도장정비,판금(탈부착),"사이드실 내측 패널(RH,탈부착 미포함)",교환/정비,CAN-001211
bluehands,BH-B-026,,판금/도장정비,판금(탈부착),"사이드실외측패널(LH,탈부착미포함)",교환/정비,CAN-001213
bluehands,BH-B-027,,판금/도장정비,판금(탈부착),"사이드실외측패널(RH,탈부착미포함)",교환/정비,CAN-001215
bluehands,BH-B-028,,판금/도장정비,판금(탈부착),프론트 필라 외측 패널 어셈블리 (LH),교환/정비,CAN-003155
bluehands,BH-B-029,,판금/도장정비,판금(탈부착),프론트 필라 외측 패널 어셈블리 (RH),교환/정비,CAN-003157
bluehands,BH-B-030,,판금/도장정비,도장(색칠),프론트 범퍼 도장（탈거된상태),도장,CAN-003028
bluehands,BH-B-031,,판금/도장정비,도장(색칠),휀더 패널 도장(LH),도장,CAN-003390
bluehands,BH-B-032,,판금/도장정비,도장(색칠),쿼터 외측 패널도장(LH),도장,CAN-002594
bluehands,BH-B-033,,판금/도장정비,도장(색칠),후드 패널 도장,도장,CAN-003359
bluehands,BH-B-034,,판금/도장정비,도장(색칠),루프 패널 도장,도장,CAN-000459
bluehands,BH-B-035,,판금/도장정비,도장(색칠),루프 사이드 외측 패널도장(LH),도장,CAN-000412
bluehands,BH-B-036,,판금/도장정비,도장(색칠),테일 게이트 패널 도장,도장,CAN-002710
bluehands,BH-B-037,,판금/도장정비,도장(색칠),트렁크 리드 패널 도장(판금후),도장,CAN-002806
bluehands,BH-B-038,,판금/도장정비,도장(색칠),프론트 도어 패널 어셈블리도장(LH/탈거된상태）,도장,CAN-002979
bluehands,BH-B-039,,판금/도장정비,도장(색칠),프론트 도어 패널 어셈블리도장(RH/탈거된상태),도장,CAN-002980
bluehands,BH-B-040,,판금/도장정비,도장(색칠),리어도어패널도장(LH),도장,CAN-000519
bluehands,BH-B-041,,판금/도장정비,도장(색칠),리어도어패널도장(RH),도장,CAN-000520
bluehands,BH-B-042,,판금/도장정비,도장(색칠),"아웃사이드 리어 뷰 미러 도장(LH,탈거된상태)",도장,CAN-001599
bluehands,BH-B-043,,판금/도장정비,도장(색칠),프론트 필라 외측 패널 어셈블리도장(LH),도장,CAN-003156
bluehands,BH-B-044,,판금/도장정비,도장(색칠),프론트 필라 외측 패널 어셈블리 도장(RH),도장,CAN-003158
bluehands,BH-B-045,,판금/도장정비,도장(색칠),"센터 외측 필라 어셈블리도장(LH,판금후)",도장,CAN-001298
bluehands,BH-B-046,,판금/도장정비,도장(색칠),"센터 외측 필라 어셈블리도장(RH,판금후)",도장,CAN-001300
bluehands,BH-B-047,,판금/도장정비,도장(색칠),리어범퍼 도장 (탈거된 상태),도장,CAN-000557
bluehands,BH-B-048,,판금/도장정비,도장(색칠),백 패널 도장(판금후),도장,CAN-001019
bluehands,BH-B-049,,판금/도장정비,도장(색칠),사이드실 외측 패널도장(LH),도장,CAN-001212
bluehands,BH-B-050,,판금/도장정비,도장(색칠),사이드실 외측 패널도장(RH),도장,CAN-001214
union_standard_time,1018101,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼,탈착,CAN-002997
union_standard_time,1018101,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼,교환,CAN-002995
union_standard_time,1018101,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼,오버홀,CAN-002996
union_standard_time,1018113,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼 커버,탈착,CAN-003025
union_standard_time,1018113,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼 커버,교환,CAN-003023
union_standard_time,1018113,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼 커버,오버홀,CAN-003024
union_standard_time,1018114,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼 레일,탈착,CAN-002999
union_standard_time,1018114,승용-경형,판금/도장정비,판금(탈부착),프론트 범퍼 레일,교환,CAN-002998
union_standard_time,1019321,승용-경형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(좌측),탈착,CAN-003014
union_standard_time,1019321,승용-경형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(좌측),교환,CAN-003013
union_standard_time,1019422,승용-경형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(우측),탈착,CAN-003012
union_standard_time,1019422,승용-경형,판금/도장정비,판금(탈부착),프론트범퍼 사이드브라켓(우측),교환,CAN-003011
union_standard_time,1028101,승용-경형,기능정비,엔진 부품,라디에이터그릴,탈착,CAN-000320
union_standard_time,1028101,승용-경형,기능정비,엔진 부품,라디에이터그릴,교환,CAN-000318
union_standard_time,1038101,승용-경형,판금/도장정비,판금(탈부착),후드,탈착,CAN-003318
union_standard_time,1038101,승용-경형,판금/도장정비,판금(탈부착),후드,교환,CAN-003316
union_standard_time,1038101,승용-경형,판금/도장정비,판금(탈부착),후드,오버홀,CAN-003317
union_standard_time,1039106,승용-경형,판금/도장정비,판금(탈부착),후드 록크,탈착,CAN-003321
union_standard_time,1039106,승용-경형,판금/도장정비,판금(탈부착),후드 록크,교환,CAN-003320
union_standard_time,1039107,승용-경형,판금/도장정비,판금(탈부착),후드 케이블,탈착,CAN-003357
union_standard_time,1039107,승용-경형,판금/도장정비,판금(탈부착),후드 케이블,교환,CAN-003356
union_standard_time,1039108,승용-경형,판금/도장정비,판금(탈부착),후드 인슐레이션,탈착,CAN-003353
union_standard_time,1039108,승용-경형,판금/도장정비,판금(탈부착),후드 인슐레이션,교환,CAN-003352
union_standard_time,1039302,승용-경형,판금/도장정비,판금(탈부착),후드 힌지(좌측),탈착,CAN-003363
union_standard_time,1039302,승용-경형,판금/도장정비,판금(탈부착),후드 힌지(좌측),교환,CAN-003362
union_standard_time,1039403,승용-경형,판금/도장정비,판금(탈부착),후드 힌지(우측),탈착,CAN-003361
union_standard_time,1039403,승용-경형,판금/도장정비,판금(탈부착),후드 힌지(우측),교환,CAN-003360
union_standard_time,1048101,승용-경형,판금/도장정비,판금(탈부착),프론트 패널 ASSY,탈착,CAN-003129
union_standard_time,1048101,승용-경형,판금/도장정비,판금(탈부착),프론트 패널 ASSY,교환,CAN-003128
union_standard_time,1048102,승용-경형,판금/도장정비,판금(탈부착),프론트 패널 ASSY(조립식),탈착,CAN-003134
union_standard_time,1048102,승용-경형,판금/도장정비,판금(탈부착),프론트 패널 ASSY(조립식),교환,CAN-003132
union_standard_time,1048103,승용-경형,판금/도장정비,판금(탈부착),프론트 어퍼 및 사이드 서포트,교환,CAN-003107
union_standard_time,1048104,승용-경형,판금/도장정비,판금(탈부착),프론트 어퍼 패널(볼트),탈착,CAN-003113
union_standard_time,1048104,승용-경형,판금/도장정비,판금(탈부착),프론트 어퍼 패널(볼트),교환,CAN-003112
union_standard_time,1048105,승용-경형,판금/도장정비,판금(탈부착),프론트 어퍼 패널,교환,CAN-003108
union_standard_time,1048108,승용-경형,판금/도장정비,판금(탈부착),프론트 패널 그룹,교환,CAN-003136
union_standard_time,1048117,승용-경형,기능정비,엔진 부품,스티프너 ASSY,탈착,CAN-001409
union_standard_time,1048117,승용-경형,기능정비,엔진 부품,스티프너 ASSY,교환,CAN-001408
union_standard_time,1048132,승용-경형,소모품 및 하체정비,하체 부품,라디에이터멤버,탈착,CAN-000340
union_standard_time,1048132,승용-경형,소모품 및 하체정비,하체 부품,라디에이터멤버,교환,CAN-000339
union_standard_time,1048141,승용-경형,판금/도장정비,판금(탈부착),프론트 로워패널(볼트식),탈착,CAN-002984
union_standard_time,1048141,승용-경형,판금/도장정비,판금(탈부착),프론트 로워패널(볼트식),교환,CAN-002983
union_standard_time,1048306,승용-경형,판금/도장정비,판금(탈부착),사이드 서포트 패널 (헤드램프패,탈착,CAN-001179
union_standard_time,1048306,승용-경형,판금/도장정비,판금(탈부착),사이드 서포트 패널 (헤드램프패,교환,CAN-001178
union_standard_time,1048407,승용-경형,판금/도장정비,판금(탈부착),사이드 서포트 패널 (헤드램프패,탈착,CAN-001179
union_standard_time,1048407,승용-경형,판금/도장정비,판금(탈부착),사이드 서포트 패널 (헤드램프패,교환,CAN-001178
union_standard_time,1058301,승용-경형,기능정비,전기 및 램프,헤드램프(좌측),탈착,CAN-003301
union_standard_time,1058301,승용-경형,기능정비,전기 및 램프,헤드램프(좌측),교환,CAN-003300
union_standard_time,1058402,승용-경형,기능정비,전기 및 램프,헤드램프(우측),탈착,CAN-003299
union_standard_time,1058402,승용-경형,기능정비,전기 및 램프,헤드램프(우측),교환,CAN-003298
union_standard_time,1059119,승용-경형,기능정비,전기 및 램프,헤드램프 가니쉬(일체형),탈착,CAN-003272
union_standard_time,1059119,승용-경형,기능정비,전기 및 램프,헤드램프 가니쉬(일체형),교환,CAN-003271
union_standard_time,1059305,승용-경형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,좌#1)",교환,CAN-003283
union_standard_time,1059306,승용-경형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,좌#2)",교환,CAN-003284
union_standard_time,1059317,승용-경형,기능정비,전기 및 램프,헤드램프 가니쉬(좌측),탈착,CAN-003274
union_standard_time,1059317,승용-경형,기능정비,전기 및 램프,헤드램프 가니쉬(좌측),교환,CAN-003273
union_standard_time,1059326,승용-경형,기능정비,전기 및 램프,포그램프(좌측),탈착,CAN-002911
union_standard_time,1059326,승용-경형,기능정비,전기 및 램프,포그램프(좌측),교환,CAN-002910
union_standard_time,1059409,승용-경형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,우#1)",교환,CAN-003279
union_standard_time,1059410,승용-경형,기능정비,전기 및 램프,"헤드램프브라켓(수리킷,우#2)",교환,CAN-003280
union_standard_time,1059418,승용-경형,기능정비,전기 및 램프,헤드램프 가니쉬(우측),탈착,CAN-003270
union_standard_time,1059418,승용-경형,기능정비,전기 및 램프,헤드램프 가니쉬(우측),교환,CAN-003269
union_standard_time,1059427,승용-경형,기능정비,전기 및 램프,포그램프(우측),탈착,CAN-002909
union_standard_time,1059427,승용-경형,기능정비,전기 및 램프,포그램프(우측),교환,CAN-002908
union_standard_time,1068301,승용-경형,기능정비,엔진 부품,프론트 휀다(좌측),탈착,CAN-003192
union_standard_time,1068301,승용-경형,기능정비,엔진 부품,프론트 휀다(좌측),교환,CAN-003191
union_standard_time,1068325,승용-경형,소모품 및 하체정비,브레이크/타이어,프론트 휠 하우스ASSY(좌측),교환,CAN-003198
union_standard_time,1068343,승용-경형,소모품 및 하체정비,브레이크/타이어,휠하우스 브레이스(좌측),교환,CAN-003417
union_standard_time,1068357,승용-경형,소모품 및 하체정비,하체 부품,프론트 사이드 멤버ASSY(좌측),교환,CAN-003034
union_standard_time,1068371,승용-경형,소모품 및 하체정비,하체 부품,휠하우스 및 사이드멤버(좌측),교환,CAN-003412
union_standard_time,1068379,승용-경형,소모품 및 하체정비,하체 부품,"프론트사이드멤버(앞부분,좌)",교환,CAN-003049
union_standard_time,1068403,승용-경형,기능정비,엔진 부품,프론트 휀다(우측),탈착,CAN-003190
union_standard_time,1068403,승용-경형,기능정비,엔진 부품,프론트 휀다(우측),교환,CAN-003189
union_standard_time,1068434,승용-경형,소모품 및 하체정비,브레이크/타이어,프론트 휠 하우스ASSY(우측),교환,CAN-003197
union_standard_time,1068449,승용-경형,소모품 및 하체정비,브레이크/타이어,휠하우스 브레이스(우측),교환,CAN-003415
union_standard_time,1068463,승용-경형,소모품 및 하체정비,하체 부품,프론트 사이드 멤버ASSY(우측),교환,CAN-003033
union_standard_time,1068473,승용-경형,소모품 및 하체정비,하체 부품,휠하우스 및 사이드멤버(우측),교환,CAN-003408
union_standard_time,1068480,승용-경형,소모품 및 하체정비,하체 부품,"프론트사이드멤버(앞부분,우)",교환,CAN-003047
union_standard_time,1068527,승용-경형,소모품 및 하체정비,브레이크/타이어,"프론트 휠 하우스(앞부분,좌)",교환,CAN-003202
